Country_Name,Country_Code,Country_code,Region,Sub_Region,Population,Agriculture,Industry,Services,Deathrate,Birthrate,Employmentrate,Unemploymentrate,Employmentcount,Unemploymentcount,Population_Rank,Year
Panama,PAN,591,Americas,Latin America and the Caribbean,3772938,630457.9053,688297.0805,2454182.87,4.941,20.676,62.43500137,37.56499863,2355633.892,1417304.108,4,2012
Peru,PER,604,Americas,Latin America and the Caribbean,30158966,8274715.584,5136674.965,16747273.45,5.61,20.452,76.06199646,23.93800354,22939511.65,7219454.349,3,2012
Philippines,PHL,608,Asia,South-eastern Asia,96866642,31155216.32,14793473.87,50917949.04,6.336,24.209,60.38899994,39.61100006,58496796.38,38369845.62,3,2012
Papua New Guinea,PNG,598,Oceania,Melanesia,7430836,1758730.21,543045.5014,5129060.395,7.204,29.072,68.97899628,31.02100372,5125716.088,2305119.912,4,2012
Poland,POL,616,Europe,Eastern Europe,38063164,4787965.58,11577292.1,21698287.47,10.1,10.1,50.70500183,49.29499817,19299928,18763236,3,2012
Puerto Rico,PRI,630,Americas,Latin America and the Caribbean,3634488,59860.01573,486948.6936,3087679.347,8.1,10.6,37.22000122,62.77999878,1352756.478,2281731.522,4,2012
"Korea, Dem. People’s Rep.",PRK,408,Asia,Eastern Asia,24854034,16601251.56,4366356.89,3886425.317,8.675,14.054,77.03500366,22.96499634,19146306,5707727.998,3,2012
Portugal,PRT,620,Europe,Southern Europe,10514844,1136339.208,2644378.135,6734021.466,10.2,8.5,50.69599915,49.30400085,5330605.224,5184238.776,3,2012
Paraguay,PRY,600,Americas,Latin America and the Caribbean,6379219,1667591.686,1076748.357,3634942.714,5.598,21.835,69.39299774,30.60700226,4426731.297,1952487.703,4,2012
West Bank and Gaza,PSE,275,Asia,Western Asia,4046901,463734.3708,1092946.552,2490220.077,3.565,32.979,33.26599884,66.73400116,1346242.04,2700658.96,4,2012
French Polynesia,PYF,258,Oceania,Polynesia,271703,24132.66038,47243.71897,200323.8948,5.125,16.196,43.88899994,56.11100006,119247.7295,152455.2705,5,2012
Qatar,QAT,634,Asia,Western Asia,2109568,28584.6468,1092313.201,988670.1627,1.496,10.876,85.49099731,14.50900269,1803490.722,306077.2778,4,2012
Romania,ROU,642,Europe,Eastern Europe,20058035,5959643.338,5657770.079,8440621.965,12.7,10,50.87400055,49.12599945,10204324.84,9853710.164,3,2012
Russian Federation,RUS,643,Europe,Eastern Europe,143201676,10490955.09,39764240.89,92946477.29,13.3,13.3,59.98799896,40.01200104,85903819.91,57297856.09,2,2012
Rwanda,RWA,646,Africa,Sub-Saharan Africa,10788853,8265771.666,740223.2109,1782857.917,6.86,33.919,83.85800171,16.14199829,9047316.533,1741536.467,3,2012
Saudi Arabia,SAU,682,Asia,Western Asia,29086357,1250713.406,6588641.712,21247001.05,3.543,21.087,50.51599884,49.48400116,14693263.76,14393093.24,3,2012
Sudan,SDN,729,Africa,Northern Africa,35990192,19376400.02,6830578.573,9782853.704,7.876,34.58,40.98099899,59.01900101,14749140.22,21241051.78,3,2012
Senegal,SEN,686,Africa,Sub-Saharan Africa,13703513,7362897.472,2834160.45,3506592.038,6.738,37.683,51.5320015,48.4679985,7061694.524,6641818.476,3,2012
Singapore,SGP,702,Asia,South-eastern Asia,5312437,60561.78104,1030506.567,4221368.582,4.5,10.1,65.62599945,34.37400055,3486339.876,1826097.124,4,2012
Solomon Islands,SLB,090,Oceania,Melanesia,551531,383043.7749,51518.50852,116968.6955,5.184,31.169,70.27100372,29.72899628,387566.3695,163964.6305,5,2012
Sierra Leone,SLE,694,Africa,Sub-Saharan Africa,6766103,4137404.206,437022.6003,2191743.85,14.247,37.818,56.9090004,43.0909996,3850521.583,2915581.417,4,2012
El Salvador,SLV,222,Americas,Latin America and the Caribbean,6221246,1304595.243,1305155.204,3611433.256,6.61,19.175,59.44900131,40.55099869,3698468.616,2522777.384,4,2012
Serbia,SRB,688,Europe,Southern Europe,7199077,1509286.504,1904659.855,3785130.641,14.2,9.3,38.98099899,61.01900101,2806272.133,4392804.867,4,2012
South Sudan,SSD,728,Africa,Sub-Saharan Africa,10818258,6920331.652,1944798.163,1953236.515,12.116,37.5,64.72499847,35.27500153,7002117.325,3816140.675,3,2012
Sao Tome and Principe,STP,678,Africa,Sub-Saharan Africa,182889,41027.4904,28375.22898,113486.2789,7.135,35.789,50.09500122,49.90499878,91618.24678,91270.75322,5,2012
Suriname,SUR,740,Americas,Latin America and the Caribbean,537077,18706.39213,124854.2888,393516.2999,7.129,19.134,50.0359993,49.9640007,268731.844,268345.156,5,2012
Slovak Republic,SVK,703,Europe,Eastern Europe,5407579,175043.3316,2029788.815,3202746.879,9.7,10.3,50.86600113,49.13399887,2750619.195,2656959.805,4,2012
Slovenia,SVN,705,Europe,Southern Europe,2057159,172677.9276,637102.1282,1247378.964,9.4,10.7,52.61100006,47.38899994,1082291.923,974867.0773,4,2012
Sweden,SWE,752,Europe,Northern Europe,9519374,196099.099,1866844.441,7456430.687,9.7,11.9,58.3769989,41.6230011,5557124.855,3962249.145,4,2012
Eswatini,SWZ,748,Africa,Sub-Saharan Africa,1248158,854401.6323,165705.4564,228050.947,11.275,30.517,38.58599854,61.41400146,481614.2276,766543.7724,4,2012
Syrian Arab Republic,SYR,760,Asia,Western Asia,20420701,3098433.031,6509302.539,10812965.43,5.142,24.526,36.46300125,63.53699875,7446000.461,12974700.54,3,2012
Chad,TCD,148,Africa,Sub-Saharan Africa,12705135,11006204.14,768279.5047,930651.1145,14.256,45.53,67.625,32.375,8591847.544,4113287.456,3,2012
Togo,TGO,768,Africa,Sub-Saharan Africa,6859482,2828301.511,1238959.658,2792220.831,9.504,36.144,76.52899933,23.47100067,5249492.934,1609989.066,4,2012
Thailand,THA,764,Asia,South-eastern Asia,67843979,28591489.13,13448033.86,25804457.31,7.437,11.34,72.34899902,27.65100098,49084439.7,18759539.3,3,2012
Tajikistan,TJK,762,Asia,Central Asia,7995062,4383612.429,1065741.759,2545627.753,5.341,30.147,52.82600021,47.17399979,4223471.469,3771590.531,4,2012
Turkmenistan,TKM,795,Asia,Central Asia,5267839,561551.6294,2375848.159,2330439.212,7.167,26.414,62.36899948,37.63100052,3285498.479,1982340.521,4,2012
Timor-Leste,TLS,626,Asia,South-eastern Asia,1156760,508072.1374,137758.553,510929.3096,5.865,37.123,39.16199875,60.83800125,453010.3367,703749.6633,4,2012
Tonga,TON,776,Oceania,Polynesia,104951,32495.97744,32332.25374,40122.76682,6.098,25.995,59.09700012,40.90299988,62022.8926,42928.1074,5,2012
Trinidad and Tobago,TTO,780,Americas,Latin America and the Caribbean,1341588,50068.06567,387879.9314,903640.0509,9.2,14.839,60.28900146,39.71099854,808830.009,532757.991,4,2012
Tunisia,TUN,788,Africa,Northern Africa,10886668,1858789.63,4912935.356,4114942.807,6.335,18.839,39.23300171,60.76699829,4271166.642,6615501.358,3,2012
Turkey,TUR,792,Asia,Western Asia,74569867,17565677.69,19408299.6,37595889.71,5.824,17.399,44.76499939,55.23500061,33381200.51,41188666.49,3,2012
Tanzania,TZA,834,Africa,Sub-Saharan Africa,49082997,34658976.16,2841905.508,11582114.86,7.959,40.133,80.6780014,19.3219986,39599181.01,9483815.991,3,2012
Uganda,UGA,800,Africa,Sub-Saharan Africa,36306796,24011863.18,2909989.824,9384944.036,9.523,44.15,68.54199982,31.45800018,24885404.05,11421391.95,3,2012
Ukraine,UKR,804,Europe,Eastern Europe,45593300,9069419.326,11801825.81,24722054.86,14.5,11.4,50.76800156,49.23199844,23146807.25,22446492.75,3,2012
Uruguay,URY,858,Americas,Latin America and the Caribbean,3396777,292326.6268,717738.9516,2386711.389,9.29,14.495,61.16400146,38.83599854,2077604.734,1319172.266,4,2012
United States,USA,840,Americas,Northern America,313993272,4923414.376,58088755.32,250984237.9,8.102,12.6,57.8219986,42.1780014,181557185.3,132436086.7,2,2012
Uzbekistan,UZB,860,Asia,Central Asia,29774500,7574037.228,11052591.66,11147871.11,4.9,21,59.39500046,40.60499954,17684564.41,12089935.59,3,2012
St. Vincent and the Grenadines,VCT,670,Americas,Latin America and the Caribbean,109328,7394.945853,13699.89183,88232.07172,7.047,16.573,56.81800079,43.18199921,62117.98391,47210.01609,5,2012
"Venezuela, RB",VEN,862,Americas,Latin America and the Caribbean,29893080,2401908.932,6864945.868,20626225.2,5.439,20.205,59.47000122,40.52999878,17777415.04,12115664.96,3,2012
Virgin Islands (U.S.),VIR,850,Americas,Latin America and the Caribbean,108191,2921.157052,12610.74311,92659.097,6.7,13.1,57.28099823,42.71900177,61972.88479,46218.11521,5,2012
Vietnam,VNM,704,Asia,South-eastern Asia,90451881,43290270.8,18991277.2,28170333,5.755,17.41,76.32800293,23.67199707,69040114.38,21411766.62,3,2012
Vanuatu,VUT,548,Oceania,Melanesia,247485,155091.4245,13817.088,78576.4875,4.825,26.993,66.64600372,33.35399628,164938.8623,82546.13769,5,2012
Samoa,WSM,882,Oceania,Polynesia,189194,10140.79865,27972.33261,151082.766,5.113,26.74,29.33699989,70.66300011,55503.84358,133690.1564,5,2012
"Yemen, Rep.",YEM,887,Asia,Western Asia,24909969,6838035.643,3936024.112,14135909.48,6.842,33.743,32.26699829,67.73300171,8037699.272,16872269.73,3,2012
South Africa,ZAF,710,Africa,Sub-Saharan Africa,52998213,2564053.45,12425960.57,38008200.25,11.684,22.108,39.63800049,60.36199951,21007431.93,31990781.07,3,2012
Zambia,ZMB,894,Africa,Sub-Saharan Africa,14699937,8235345.531,1485281.648,4979309.822,9.054,39.506,69.36000061,30.63999939,10195876.39,4504060.607,3,2012
Zimbabwe,ZWE,716,Africa,Sub-Saharan Africa,14710826,9655597.987,1226735.743,3828345.383,10.148,35.666,78.45899963,21.54100037,11541966.92,3168859.083,3,2012
Afghanistan,AFG,004,Asia,Southern Asia,31731688,19519113.39,2016548.778,10196025.98,7.331,35.797,48.38899994,51.61100006,15354646.49,16377041.51,3,2013
Angola,AGO,024,Africa,Sub-Saharan Africa,25998340,12813021.99,2326591.54,10858726.22,9.176,43.446,72.18000031,27.81999969,18765601.89,7232738.109,3,2013
Albania,ALB,008,Europe,Southern Europe,2895092,1297088.109,497926.8559,1100077.09,6.963,11.916,45.26100159,54.73899841,1310347.636,1584744.364,4,2013
United Arab Emirates,ARE,784,Asia,Western Asia,9006263,27198.91301,2684676.939,6294387.143,1.499,10.54,79.35800171,20.64199829,7147190.345,1859072.655,4,2013
Argentina,ARG,032,Americas,Latin America and the Caribbean,42539925,263322.1433,10186184.91,32089991.39,7.59,17.717,56.11399841,43.88600159,23870852.84,18669072.16,3,2013
Armenia,ARM,051,Asia,Western Asia,2893509,1049533.566,492243.7259,1351731.653,9.727,14.446,50.93799973,49.06200027,1473895.606,1419613.394,4,2013
Australia,AUS,036,Oceania,Australia and New Zealand,23145901,605496.7556,4742363.73,17798039.8,6.4,13.3,61.32799911,38.67200089,14194917.96,8950983.04,3,2013
Austria,AUT,040,Europe,Western Europe,8479823,388036.7186,2196867.71,5894918.41,9.4,9.4,57.21300125,42.78699875,4851561.239,3628261.761,4,2013
Azerbaijan,AZE,031,Asia,Western Asia,9416801,3493727.503,1353665.144,4569408.353,5.8,18.3,61.3390007,38.6609993,5776171.631,3640629.369,4,2013
Burundi,BDI,108,Africa,Sub-Saharan Africa,9600186,8757577.634,236932.5843,605675.7362,11.538,43.285,77.27200317,22.72799683,7418256.031,2181929.969,4,2013
Belgium,BEL,056,Europe,Western Europe,11182817,152086.3128,2427118.655,8603723.519,9.8,11.2,48.98300171,51.01699829,5477679.442,5705137.558,3,2013
Benin,BEN,204,Africa,Sub-Saharan Africa,10004451,4186562.622,1854625.137,3963263.432,9.618,38.218,68.95999908,31.04000092,6899069.318,3105381.682,3,2013
Burkina Faso,BFA,854,Africa,Sub-Saharan Africa,17072723,6901477.509,3562735.841,6608509.65,9.423,40.543,63.61700058,36.38299942,10861154.29,6211568.71,3,2013
Bangladesh,BGD,050,Asia,Southern Asia,157571292,71063075.44,32757495.2,53750718.36,5.397,19.997,54.18999863,45.81000137,85387880.97,72183411.03,2,2013
Bulgaria,BGR,100,Europe,Eastern Europe,7265115,483856.6479,2193120.285,4588138.067,14.4,9.2,46.89199829,53.10800171,3406757.602,3858357.398,4,2013
Bahrain,BHR,048,Asia,Western Asia,1315411,13693.42862,454855.9508,846861.5657,2.332,15.729,70.65599823,29.34400177,929416.7729,385994.2271,4,2013
"Bahamas, The",BHS,044,Americas,Latin America and the Caribbean,377240,13629.68088,51440.44519,312169.8703,6.09,14.757,63.49700165,36.50299835,239536.089,137703.911,5,2013
Bosnia and Herzegovina,BIH,070,Europe,Southern Europe,3604999,681561.1159,1052263.128,1871174.687,10.533,9.096,34.32600021,65.67399979,1237451.964,2367547.036,4,2013
Belarus,BLR,112,Europe,Eastern Europe,9465997,908262.4374,3259332.012,5298497.068,13.2,12.5,63.58000183,36.41999817,6018481.066,3447515.934,4,2013
Belize,BLZ,084,Americas,Latin America and the Caribbean,344181,57774.22024,58644.99907,227761.7873,5.5,23.086,60.04800034,39.95199966,206673.808,137507.192,5,2013
Bolivia,BOL,068,Americas,Latin America and the Caribbean,10400264,3039789.229,2062788.324,5297686.448,7.514,24.223,67.64800262,32.35199738,7035570.864,3364693.136,3,2013
Brazil,BRA,076,Americas,Latin America and the Caribbean,202408632,22667743.42,46426468.48,133314418.2,5.971,14.852,59.73899841,40.26100159,120916889.5,81491742.54,2,2013
Barbados,BRB,052,Americas,Latin America and the Caribbean,282509,7610.792476,55544.09251,219354.1036,10.509,12.183,59.59500122,40.40499878,168361.242,114147.758,5,2013
Brunei Darussalam,BRN,096,Asia,South-eastern Asia,405716,2446.46742,80437.25503,322832.2749,3.388,16.475,63.90000153,36.09999847,259252.5302,146463.4698,5,2013
Bhutan,BTN,064,Asia,Southern Asia,764961,431009.6394,83824.42778,250126.962,6.097,19.148,64.2009964,35.7990036,491112.5841,273848.4159,5,2013
Botswana,BWA,072,Africa,Sub-Saharan Africa,2128507,569886.4678,292520.7177,1266078.501,7.843,24.856,58.64199829,41.35800171,1248199.039,880307.9614,4,2013
Central African Republic,CAF,140,Africa,Sub-Saharan Africa,4499653,3855032.873,370276.4495,274343.8489,15.025,36.959,67.33399963,32.66600037,3029796.335,1469856.665,4,2013
Canada,CAN,124,Americas,Northern America,35152370,750503.0961,6949975.041,27451541.12,7.2,10.8,61.49000168,38.50999832,21615192.9,13537177.1,3,2013
Switzerland,CHE,756,Europe,Western Europe,8089346,285392.1363,1762749.416,6041285.316,8,10.2,64.35099792,35.64900208,5205574.877,2883771.123,4,2013
Chile,CHL,152,Americas,Latin America and the Caribbean,17462982,1654617.611,4169810.887,11638728.7,5.963,13.797,58.13999939,41.86000061,10152977.63,7310004.372,3,2013
China,CHN,156,Asia,Eastern Asia,1357380000,297646279.6,391386944.2,668346750.3,7.16,12.08,67.10900116,32.89099884,910924159.9,446455840.1,1,2013
Cote d'Ivoire,CIV,384,Africa,Sub-Saharan Africa,21966312,11020938.25,1241975.238,9703398.616,13.192,37.579,57.26900101,42.73099899,12579887.44,9386424.56,3,2013
Cameroon,CMR,120,Africa,Sub-Saharan Africa,21655715,13779315.25,1956377.379,5920022.786,10.885,37.899,72.91100311,27.08899689,15789399.04,5866315.962,3,2013
"Congo, Dem. Rep.",COD,180,Africa,Sub-Saharan Africa,71316033,56911622.05,8576466.145,5827232.719,10.712,43.772,69.8259964,30.1740036,49797130.63,21518902.37,3,2013
"Congo, Rep.",COG,178,Africa,Sub-Saharan Africa,4751393,1849194.581,1131639.244,1770559.085,8.116,36.466,62.88499832,37.11500168,2987913.408,1763479.592,4,2013
Colombia,COL,170,Americas,Latin America and the Caribbean,47342981,7874084.585,9249398.509,30219498.81,5.818,16.074,64.02500153,35.97499847,30311344.31,17031636.69,3,2013
Comoros,COM,174,Africa,Sub-Saharan Africa,741500,408358.8696,113219.6354,219921.4879,7.743,34.204,40.65299988,59.34700012,301441.9941,440058.0059,5,2013
Cabo Verde,CPV,132,Africa,Sub-Saharan Africa,520106,357630.0949,34306.19277,128169.7198,5.713,21.706,53.41500092,46.58499908,277814.6247,242291.3753,5,2013
Costa Rica,CRI,188,Americas,Latin America and the Caribbean,4706401,465792.5217,775944.3099,3464616.996,4.767,15.022,56.06399918,43.93600082,2638596.618,2067804.382,4,2013
Cuba,CUB,192,Americas,Latin America and the Caribbean,11412167,2124260.802,1963463.324,7324328.815,7.66,11.08,53.26900101,46.73099899,6079147.354,5333019.646,3,2013
Cyprus,CYP,196,Asia,Western Asia,1143896,35517.97102,200902.4513,907475.5831,6.775,11.237,52.74100113,47.25899887,603302.2023,540593.7977,4,2013
Czech Republic,CZE,203,Europe,Eastern Europe,10514272,318582.4386,3944008.737,6251575.865,10.4,10.2,55.22900009,44.77099991,5806927.293,4707344.707,3,2013
Germany,DEU,276,Europe,Western Europe,80645605,1166941.926,22401736.06,57077734.18,11.1,8.5,57.16600037,42.83399963,46101866.85,34543738.15,3,2013
Djibouti,DJI,262,Africa,Sub-Saharan Africa,896688,287899.6022,255744.3837,353044.0141,8.48,24.05,55.54800034,44.45199966,498092.2533,398595.7467,5,2013
Denmark,DNK,208,Europe,Northern Europe,5614932,142619.2707,1093058.759,4379253.702,9.3,10,57.96099854,42.03900146,3254470.654,2360461.346,4,2013
Dominican Republic,DOM,214,Americas,Latin America and the Caribbean,10281296,1453980.901,1714508.982,7112806.117,6.044,21.2,61.1609993,38.8390007,6288143.374,3993152.626,3,2013
Algeria,DZA,012,Africa,Northern Africa,38338562,4786569.334,15898234.32,17653757.98,4.779,24.945,39.39400101,60.60599899,15103093.5,23235468.5,3,2013
Ecuador,ECU,218,Americas,Latin America and the Caribbean,15661547,4173489.157,2988223.156,8499834.687,5.146,21.066,62.35900116,37.64099884,9766384.275,5895162.725,3,2013
"Egypt, Arab Rep.",EGY,818,Africa,Northern Africa,89807433,25109259.86,21652572.64,43045600.49,6.071,27.949,42.88000107,57.11999893,38509428.23,51298004.77,3,2013
Spain,ESP,724,Europe,Southern Europe,46620045,2003729.468,9207458.888,35408858.2,8.3,9.1,43.53900146,56.46099854,20297902.08,26322142.92,3,2013
Estonia,EST,233,Europe,Northern Europe,1317997,56173.03325,398997.2413,862826.6878,11.6,10.3,55.99599838,44.00400162,738025.5788,579971.4212,4,2013
Ethiopia,ETH,231,Africa,Sub-Saharan Africa,94887724,68959656.31,7013151.485,18914918.92,7.426,33.301,79.11299896,20.88700104,75068524.1,19819199.9,3,2013
Finland,FIN,246,Europe,Northern Europe,5438972,224738.3214,1242641.939,3971537.172,9.5,10.7,54.2120018,45.7879982,2948575.599,2490396.401,4,2013
Fiji,FJI,242,Oceania,Melanesia,879715,366832.3694,120723.2857,392159.3449,6.818,20.479,53.88100052,46.11899948,473999.2437,405715.7563,5,2013
France,FRA,250,Europe,Western Europe,65998660,2029458.826,14061014.71,49908188.5,8.7,12.4,50.54499817,49.45500183,33359021.49,32639638.51,3,2013
Gabon,GAB,266,Africa,Sub-Saharan Africa,1817271,760764.1399,236008.9932,820479.6522,8.298,31.044,39.99499893,60.00500107,726817.517,1090453.483,4,2013
United Kingdom,GBR,826,Europe,Northern Europe,64128226,678476.6109,12097789.69,51351961.77,9,12.1,57.44599915,42.55400085,36839100.16,27289125.84,3,2013
Georgia,GEO,268,Asia,Western Asia,3776000,1694895.42,420231.0291,1660873.623,13.131,14.223,56.9620018,43.0379982,2150885.188,1625114.812,4,2013
Ghana,GHA,288,Africa,Sub-Saharan Africa,26346251,11955665.67,3707444.322,10683141.26,8.652,32.448,75.08499908,24.91500092,19782082.32,6564168.678,3,2013
Guinea,GIN,324,Africa,Sub-Saharan Africa,11536615,7859203.666,672700.0035,3004596.083,10.209,37.254,61.57899857,38.42100143,7104131.985,4432483.015,3,2013
"Gambia, The",GMB,270,Africa,Sub-Saharan Africa,1859324,553241.8406,288548.4926,1017533.685,8.506,40.927,53.84799957,46.15200043,1001208.78,858115.2204,4,2013
Guinea-Bissau,GNB,624,Africa,Sub-Saharan Africa,1681495,1410690.174,116914.3485,153890.4296,11.274,38.154,66.90899658,33.09100342,1125071.432,556423.5679,4,2013
Equatorial Guinea,GNQ,226,Africa,Sub-Saharan Africa,1083746,586057.3208,90763.7275,406924.9517,10.689,35.739,55.45899963,44.54100037,601034.6902,482711.3098,4,2013
Greece,GRC,300,Europe,Southern Europe,10965211,1501466.325,1706077.181,7757667.599,10.2,8.6,38.68799973,61.31200027,4242220.802,6722990.198,3,2013
Guatemala,GTM,320,Americas,Latin America and the Caribbean,15596214,4816266.926,2831648.635,7948298.736,4.943,26.372,59.26399994,40.73600006,9242940.255,6353273.745,3,2013
Guam,GUM,316,Oceania,Micronesia,160375,14379.22186,26019.24149,119976.5336,4.895,17.153,58.38499832,41.61500168,93634.94106,66740.05894,5,2013
Guyana,GUY,328,Americas,Latin America and the Caribbean,758081,120504.5551,185729.845,451846.5999,8.06,20.92,50.65000153,49.34999847,383968.0381,374112.9619,5,2013
"Hong Kong SAR, China",HKG,344,Asia,Eastern Asia,7178900,15793.57991,938425.7757,6224680.625,6,8,58.77000046,41.22999954,4219039.563,2959860.437,4,2013
Honduras,HND,340,Americas,Latin America and the Caribbean,8657785,2988407.5,1648095.892,4021368.138,4.818,22.859,60.89799881,39.10200119,5272417.806,3385367.194,4,2013
Croatia,HRV,191,Europe,Southern Europe,4255689,459018.6263,1175634.086,2621036.328,11.8,9.4,42.09700012,57.90299988,1791517.404,2464171.596,4,2013
Haiti,HTI,332,Americas,Latin America and the Caribbean,10431776,4617417.062,1197567.837,4616895.362,8.827,25.334,57.66600037,42.33399963,6015587.986,4416188.014,3,2013
Hungary,HUN,348,Europe,Eastern Europe,9893082,472592.5222,2957536.909,6462952.899,12.8,9,46.75600052,53.24399948,4625609.471,5267472.529,4,2013
Indonesia,IDN,360,Asia,South-eastern Asia,252032263,88148280.14,52810841.58,111073136.5,7.075,20.04,64.42700195,35.57299805,162376831,89655431.99,2,2013
India,IND,356,Asia,Southern Asia,1278562207,596577123.8,304221099.5,377751205,7.339,19.938,52.09700012,47.90299988,666092554.5,612469652.5,1,2013
Ireland,IRL,372,Europe,Northern Europe,4623816,262632.7409,842551.7572,3518631.48,6.4,15,52.65800095,47.34199905,2434809.073,2189006.927,4,2013
"Iran, Islamic Rep.",IRN,364,Asia,Southern Asia,77435384,14598893.44,26440312.22,36396178.34,4.665,17.927,37.61600113,62.38399887,29128094.92,48307289.08,3,2013
Iraq,IRQ,368,Asia,Western Asia,33883145,6829148.107,6685144.353,20368513.25,5.279,34.333,42.45199966,57.54800034,14384072.6,19499072.4,3,2013
Iceland,ISL,352,Europe,Northern Europe,323764,14391.31036,60336.658,249036.027,6.7,13.4,71.05500031,28.94499969,230050.5112,93713.48881,5,2013
Israel,ISR,376,Asia,Western Asia,8059500,102033.2726,1444020.6,6513446.223,5.2,21.3,59.77199936,40.22800064,4817324.288,3242175.712,4,2013
Italy,ITA,380,Europe,Southern Europe,60233948,2169024.51,16291476.45,41773446.04,10,8.5,42.44599915,57.55400085,25566901.05,34667046.95,3,2013
Jamaica,JAM,388,Americas,Latin America and the Caribbean,2851807,520397.7183,433930.9418,1897506.897,6.856,17.162,56.49399948,43.50600052,1611099.832,1240707.168,4,2013
Jordan,JOR,400,Asia,Western Asia,8413464,304399.1301,2269447.858,5839616.852,3.84,28.045,34.33100128,65.66899872,2888426.434,5525037.566,4,2013
Japan,JPN,392,Asia,Eastern Asia,127445000,4774089.766,33377846.18,89293068.61,10.1,8.2,57.2179985,42.7820015,72921478.19,54523521.81,2,2013
Kazakhstan,KAZ,398,Asia,Central Asia,17035550,4121581.009,3377297.917,9536671.074,7.98,22.73,66.94100189,33.05899811,11403767.85,5631782.152,3,2013
Kenya,KEN,404,Africa,Sub-Saharan Africa,44826849,16958893.84,6730751.531,21137652.08,6.213,32.929,58.0929985,41.9070015,26041260.72,18785588.28,3,2013
Kyrgyz Republic,KGZ,417,Asia,Central Asia,5719600,1811340.16,1155816.778,2752443.171,6.1,27.2,57.31000137,42.68999863,3277902.839,2441697.161,4,2013
Cambodia,KHM,116,Asia,South-eastern Asia,15022692,4827992.828,3837095.963,6357603.209,6.236,24.428,84.53600311,15.46399689,12699583.38,2323108.623,3,2013
"Korea, Rep.",KOR,410,Asia,Eastern Asia,50428893,3058008.137,12304649.7,35065732.59,5.3,8.6,59.37799835,40.62200165,29943667.25,20485225.75,3,2013
Kuwait,KWT,414,Asia,Western Asia,3598385,114104.7885,944468.1016,2539812.127,2.597,17.894,68.09300232,31.90699768,2450248.382,1148136.618,4,2013
Lao PDR,LAO,418,Asia,South-eastern Asia,6494557,4252636.142,607111.1606,1634744.912,6.963,25.267,77.5739975,22.4260025,5038087.485,1456469.515,4,2013
Lebanon,LBN,422,Asia,Western Asia,5276102,159338.2794,1128399.889,3988363.907,4.57,14.862,43.42300034,56.57699966,2291041.789,2985060.211,4,2013
Liberia,LBR,430,Africa,Sub-Saharan Africa,4286291,1905899.3,512940.4443,1867451.297,8.577,35.611,54.7840004,45.2159996,2348201.678,1938089.322,4,2013
Libya,LBY,434,Africa,Northern Africa,6195970,829702.3299,1597197.139,3769008.664,5.137,20.985,43.03300095,56.96699905,2666311.829,3529658.171,4,2013
St. Lucia,LCA,662,Americas,Latin America and the Caribbean,175660,26229.55148,30898.59427,118531.8492,7.318,12.508,52.55400085,47.44599915,92316.3579,83343.6421,5,2013
Sri Lanka,LKA,144,Asia,Southern Asia,20585000,6124243.237,5385241.706,9075515.058,6.666,16.307,52.59700012,47.40299988,10827092.48,9757907.525,3,2013
Lesotho,LSO,426,Africa,Sub-Saharan Africa,2117361,252834.0767,853360.0336,1011166.93,13.425,28.498,49.92300034,50.07699966,1057050.139,1060310.861,4,2013
Lithuania,LTU,440,Europe,Northern Europe,2957689,249126.1544,754950.106,1953612.796,14,10.1,51.42399979,48.57600021,1520961.985,1436727.015,4,2013
Luxembourg,LUX,442,Europe,Western Europe,543360,8617.689413,65431.41021,469310.9082,7,11.3,54.87799835,45.12200165,298185.0918,245174.9082,5,2013
Latvia,LVA,428,Europe,Northern Europe,2012647,162138.8374,481465.4332,1369042.806,14.3,10.2,52.40100098,47.59899902,1054647.174,957999.8259,4,2013
"Macao SAR, China",MAC,446,Asia,Eastern Asia,575841,955.8960236,73056.94925,501828.1745,3.682,11.374,69.77100372,30.22899628,401770.0455,174070.9545,5,2013
Morocco,MAR,504,Africa,Northern Africa,33824769,12879119.12,6477781.196,14467868.04,5.19,21.03,44.67900085,55.32099915,15112568.83,18712200.17,3,2013
Moldova,MDA,498,Europe,Eastern Europe,3558566,1025222.846,629510.3444,1903832.81,11.436,10.849,39.35599899,60.64400101,1400509.199,2158056.801,4,2013
Madagascar,MDG,450,Africa,Sub-Saharan Africa,22961146,16405279.15,1863067.46,4692798.956,6.801,33.993,87.05599976,12.94400024,19989055.21,2972090.794,3,2013
Maldives,MDV,462,Asia,Southern Asia,397397,38507.76763,82670.49591,276218.7478,3.42,19.546,63.45500183,36.54499817,252168.2736,145228.7264,5,2013
Mexico,MEX,484,Americas,Latin America and the Caribbean,122535969,16490890.93,29434365,76610713.07,4.766,19.145,58.81000137,41.18999863,72063405.05,50472563.95,2,2013
"Macedonia, FYR",MKD,807,Europe,Southern Europe,2075739,388910.4603,630692.5539,1056136.025,9.655,11.253,39.58399963,60.41600037,821660.5182,1254078.482,4,2013
Mali,MLI,466,Africa,Sub-Saharan Africa,16477818,10753753.75,1364528.131,4359536.429,11.37,44.47,64.76699829,35.23300171,10672188.1,5805629.898,3,2013
Malta,MLT,470,Europe,Southern Europe,425967,5605.725655,92984.33844,327376.9521,7.6,9.5,49.41699982,50.58300018,210500.1116,215466.8884,5,2013
